Series Name,Country Name,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Exports of goods and services (constant LCU),Mauritania,38910838000,41016420200,38008637700,29871697300,37808091900,37818143100,69143998700,65295346200,64192518300,65658659900,67743170900,67768765300,71800785400,72647058400,74619000000,76556110400,76215984257,81628974044,83080018443,94927045953,86225999112
Exports of goods and services (constant LCU),Mauritius,1.50E+11,1.72E+11,1.52E+11,1.49E+11,1.46E+11,1.66E+11,1.73E+11,1.76E+11,1.81E+11,1.78E+11,2.03E+11,2.14E+11,2.22E+11,2.09E+11,2.20E+11,2.26E+11,2.26E+11,2.28E+11,2.31E+11,2.24E+11,1.60E+11
Exports of goods and services (constant LCU),Mexico,4.28E+12,4.36E+12,4.48E+12,4.40E+12,4.65E+12,4.95E+12,5.38E+12,5.51E+12,5.40E+12,4.85E+12,5.97E+12,6.53E+12,7.05E+12,7.24E+12,7.78E+12,8.33E+12,8.59E+12,8.86E+12,9.44E+12,9.55E+12,8.88E+12
Exports of goods and services (constant LCU),"Micronesia, Fed. Sts.",,,,,,,,,,,,,,,,,,,,,
Exports of goods and services (constant LCU),Moldova,12628698700,14801671300,17609126300,20993007000,23303153600,26720216600,27012754400,29851896800,30868074800,27134577000,30859394000,40064342200,40019448900,45081958900,45503739500,46673542000,51022182000,56682386000,59027072000,63853711000,54361029000
Exports of goods and services (constant LCU),Monaco,,,,,,,,,,,,,,,,,,,,,
Exports of goods and services (constant LCU),Mongolia,,,,,,,,,,,4.57E+12,5.40E+12,5.85E+12,6.60E+12,1.01E+13,1.01E+13,1.17E+13,1.21E+13,1.29E+13,1.44E+13,1.36E+13
Exports of goods and services (constant LCU),Montenegro,,,,,,,933165000,1212912000,1233035000,1076961000,1157671000,1327017000,1322502000,1304789000,1295455000,1369853000,1451251000,1477280000,1579135000,1670733000,874733000
Exports of goods and services (constant LCU),Morocco,1.43E+11,1.62E+11,1.71E+11,1.72E+11,1.83E+11,2.08E+11,2.33E+11,2.45E+11,2.39E+11,2.17E+11,2.55E+11,2.70E+11,2.77E+11,2.77E+11,3.02E+11,3.15E+11,3.36E+11,3.73E+11,3.87E+11,4.07E+11,3.46E+11
Exports of goods and services (constant LCU),Mozambique,,,,,,,,,,,,,,,,,,,,,
Exports of goods and services (constant LCU),Myanmar,,,,,,,,,,,,,,,,,,,,,
Exports of goods and services (constant LCU),Namibia,33481814800,32587832700,37878563700,41230864200,43447117100,43086510200,49698456400,52866701900,50564351700,51466091200,52889653700,51147173400,51661566100,53107636700,58672988300,51648031300,51333777300,52332351600,60750355500,55439476600,46262351600
Exports of goods and services (constant LCU),Nauru,,,,,,,,,,,,,,,,,,,,,
Exports of goods and services (constant LCU),Nepal,,1.70E+11,1.31E+11,1.25E+11,1.40E+11,1.36E+11,1.34E+11,1.33E+11,1.34E+11,1.39E+11,1.24E+11,1.22E+11,1.46E+11,1.65E+11,1.95E+11,1.99E+11,1.65E+11,1.79E+11,1.93E+11,2.04E+11,1.71E+11
Exports of goods and services (constant LCU),Netherlands,3.33E+11,3.38E+11,3.41E+11,3.47E+11,3.75E+11,3.97E+11,4.25E+11,4.48E+11,4.55E+11,4.16E+11,4.57E+11,4.80E+11,4.96E+11,5.08E+11,5.31E+11,5.70E+11,5.80E+11,6.18E+11,6.44E+11,6.57E+11,6.29E+11
Exports of goods and services (constant LCU),New Caledonia,,,,,,,,,,,,,,,,,,,,,
Exports of goods and services (constant LCU),New Zealand,46394810000,47919722000,51529066000,52910918000,54589486000,54347873000,56233083000,58439383000,56869964000,59165278000,60834309000,62229936000,64122564000,64209460000,67195700000,71390000000,72500568000,75075643000,77202465000,77010659000,63432698000
Exports of goods and services (constant LCU),Nicaragua,23164477800,24867028900,23993792300,26195622300,30676505000,33029228400,37156000000,40731000000,44038000000,44056000000,51244000000,55475000000,62352000000,64732000000,68906000000,68228000000,71363000000,78592000000,77321000000,82066000000,74654000000
Exports of goods and services (constant LCU),Niger,3.60E+11,3.68E+11,3.38E+11,3.42E+11,3.57E+11,3.81E+11,4.02E+11,4.13E+11,4.75E+11,5.60E+11,6.71E+11,6.65E+11,7.91E+11,8.62E+11,8.57E+11,8.17E+11,7.35E+11,8.43E+11,8.07E+11,8.16E+11,7.85E+11
Exports of goods and services (constant LCU),Nigeria,,,,,,,,,,,,,,,,,,,,,
Exports of goods and services (constant LCU),North Macedonia,94846000000,81384000000,77428000000,77687000000,91041000000,1.07E+11,1.20E+11,1.37E+11,1.31E+11,1.12E+11,1.39E+11,1.62E+11,1.65E+11,1.75E+11,2.04E+11,2.21E+11,2.41E+11,2.61E+11,2.94E+11,3.20E+11,2.86E+11
Exports of goods and services (constant LCU),Northern Mariana Islands,,,1647000000,1579000000,1708000000,1418000000,1143000000,852000000,543000000,356000000,365000000,324000000,379000000,395000000,411000000,453000000,804000000,968000000,576000000,434000000,111000000
Exports of goods and services (constant LCU),Norway,1.09E+12,1.14E+12,1.14E+12,1.13E+12,1.15E+12,1.15E+12,1.15E+12,1.15E+12,1.17E+12,1.12E+12,1.12E+12,1.11E+12,1.14E+12,1.12E+12,1.16E+12,1.21E+12,1.21E+12,1.23E+12,1.21E+12,1.24E+12,1.21E+12
Exports of goods and services (constant LCU),Oman,12021610700,12753635300,12348781100,11872131300,11458742300,13721305600,11227879300,11159972600,12378734900,12974805700,14824985100,15393800000,16260000000,17965900000,18032700000,17806700000,17464400000,17323300000,17810600000,18155500000,15499441500
Exports of goods and services (constant LCU),Pakistan,1.38E+12,1.56E+12,1.77E+12,2.22E+12,2.19E+12,2.58E+12,2.86E+12,2.95E+12,3.02E+12,2.85E+12,3.08E+12,3.16E+12,2.75E+12,3.01E+12,2.93E+12,2.82E+12,2.86E+12,2.93E+12,3.22E+12,3.65E+12,3.70E+12
Exports of goods and services (constant LCU),Palau,,,,,,,,,,,,,,,,,,,,,
Exports of goods and services (constant LCU),Panama,,,,,,,,,,,,,,,,,,,,,
Exports of goods and services (constant LCU),Papua New Guinea,5229701900,5775424700,5702845200,6516274000,6693283100,,,,,,,,,,,,,,,,
Exports of goods and services (constant LCU),Paraguay,3.73E+13,3.25E+13,3.55E+13,3.91E+13,4.22E+13,4.66E+13,4.82E+13,5.24E+13,5.58E+13,5.02E+13,6.21E+13,6.23E+13,5.88E+13,6.68E+13,6.39E+13,6.59E+13,7.20E+13,7.81E+13,7.78E+13,7.51E+13,6.84E+13
Exports of goods and services (constant LCU),Peru,58232000000,62192000000,67056000000,71301000000,81793000000,93376000000,94480000000,1.01E+11,1.09E+11,1.05E+11,1.08E+11,1.14E+11,1.18E+11,1.17E+11,1.13E+11,1.18E+11,1.31E+11,1.43E+11,1.48E+11,1.48E+11,1.24E+11
Exports of goods and services (constant LCU),Philippines,1.77E+12,1.73E+12,1.82E+12,1.98E+12,2.11E+12,2.38E+12,2.62E+12,2.69E+12,2.58E+12,2.45E+12,2.95E+12,2.93E+12,3.06E+12,3.12E+12,3.50E+12,3.85E+12,4.20E+12,4.94E+12,5.52E+12,5.66E+12,4.75E+12
Exports of goods and services (constant LCU),Poland,3.16E+11,3.26E+11,3.41E+11,3.89E+11,4.08E+11,4.49E+11,5.18E+11,5.70E+11,6.10E+11,5.74E+11,6.45E+11,6.95E+11,7.22E+11,7.59E+11,8.01E+11,8.53E+11,9.30E+11,1.01E+12,1.08E+12,1.14E+12,1.13E+12
Exports of goods and services (constant LCU),Portugal,41351951000,42302521000,43702888000,45866446000,47495764000,47618177000,53544877000,56995131000,56757447000,51055767000,55757495000,59595239000,61431108000,65855565000,68689679000,72990707000,76224670000,82631830000,86047350000,89554027000,72868304000
Exports of goods and services (constant LCU),Puerto Rico,,,,,,,,,,,,,,,,,,,,,
Exports of goods and services (constant LCU),Qatar,,,,,,,,,,,,,,,,,3.73E+11,3.78E+11,3.73E+11,3.65E+11,3.59E+11
Exports of goods and services (constant LCU),Romania,38868500000,44411300000,52117300000,56464300000,64450600000,70382200000,78667100000,95107900000,1.08E+11,1.02E+11,1.18E+11,1.32E+11,1.34E+11,1.61E+11,1.75E+11,1.83E+11,2.13E+11,2.29E+11,2.41E+11,2.54E+11,2.30E+11
Exports of goods and services (constant LCU),Russian Federation,1.07E+13,1.12E+13,1.23E+13,1.39E+13,1.55E+13,1.66E+13,1.78E+13,1.89E+13,1.90E+13,1.81E+13,1.94E+13,1.94E+13,1.97E+13,2.06E+13,2.07E+13,2.15E+13,2.21E+13,2.32E+13,2.45E+13,2.47E+13,2.37E+13
Exports of goods and services (constant LCU),Rwanda,1.53E+11,2.14E+11,2.25E+11,2.71E+11,3.57E+11,3.97E+11,4.03E+11,5.81E+11,5.14E+11,4.98E+11,5.40E+11,6.67E+11,7.28E+11,8.65E+11,9.28E+11,9.86E+11,1.11E+12,1.58E+12,1.75E+12,2.10E+12,1.90E+12
Exports of goods and services (constant LCU),Samoa,,,,,,,,,,,481308602,498728501.4,462051385.5,522550771.7,497017822.4,503055490.9,570845941.7,615091102.6,592509775.8,721432231.4,573455901.2
Exports of goods and services (constant LCU),San Marino,,,,,,,,,,,,,,,,2007709566,2042146621,2016835537,2040426438,2050050527,1903768820
Exports of goods and services (constant LCU),Sao Tome and Principe,,,,,,,,,,,,,,,,,,,,,
Exports of goods and services (constant LCU),Saudi Arabia,8.59E+11,8.35E+11,7.49E+11,9.06E+11,9.76E+11,1.04E+12,1.06E+12,1.07E+12,1.05E+12,9.41E+11,9.82E+11,1.08E+12,1.12E+12,1.12E+12,1.10E+12,1.11E+12,1.20E+12,1.16E+12,1.24E+12,1.18E+12,1.05E+12
Exports of goods and services (constant LCU),Senegal,1.56E+12,1.46E+12,1.65E+12,1.59E+12,1.80E+12,1.73E+12,1.83E+12,1.87E+12,1.89E+12,1.93E+12,1.91E+12,1.95E+12,2.09E+12,2.03E+12,2.13E+12,2.33E+12,2.42E+12,2.62E+12,2.84E+12,3.25E+12,2.82E+12
Exports of goods and services (constant LCU),Serbia,3.39E+11,5.22E+11,6.23E+11,7.98E+11,8.77E+11,1.03E+12,1.10E+12,1.15E+12,1.29E+12,1.14E+12,1.33E+12,1.41E+12,1.45E+12,1.71E+12,1.78E+12,1.95E+12,2.18E+12,2.36E+12,2.54E+12,2.74E+12,2.62E+12
Exports of goods and services (constant LCU),Seychelles,6583131900,6401528300,6219919300,6492327100,7205964900,8834551600,10737320600,10851300000,10336807100,10385949500,9892558100,10116519900,11416167000,13021898100,14509726300,15358505100,16663186300,18315486660,18693125380,19278195460,14425592110
Exports of goods and services (constant LCU),Sierra Leone,285802000,319379000,436665000,721798000,804672000,874161000,941684000,952208000,775828000,861276000,1029144000,1014300000,2557910000,3589986500,5760584000,2587115400,3148991500,3881920000,2528410000,2487401000,2242707000
Exports of goods and services (constant LCU),Singapore,2.73E+11,2.63E+11,2.82E+11,3.21E+11,3.83E+11,4.32E+11,4.80E+11,5.21E+11,5.48E+11,5.09E+11,5.99E+11,6.45E+11,6.54E+11,6.94E+11,7.20E+11,7.55E+11,7.55E+11,8.12E+11,8.76E+11,8.78E+11,8.82E+11
Exports of goods and services (constant LCU),Sint Maarten (Dutch part),,,,,,,,,,,,,,,,,,,,,
Exports of goods and services (constant LCU),Slovak Republic,18720586000,20788464000,22329824000,26737872000,32391432000,36483406000,44814287000,51293738000,52837835000,44189901000,51850507000,57362293000,62607473000,66370366000,68823053000,73395840000,77088297000,79927084000,84020715000,84683251000,79313601000
Exports of goods and services (constant LCU),Slovenia,13064184000,14002526000,15092247000,15569237000,17599850000,19599881000,22367881000,25467578000,26532974000,22138989000,24388434000,26063590000,26192850000,26994904000,28617469000,29974299000,31821725000,35344789000,37520383000,39201988000,35858362000
Exports of goods and services (constant LCU),Solomon Islands,1641694700,1124431600,1332568400,1755000000,1859100000,2032300000,2065000000,2401100000,2648600000,2177600000,2890200000,3817100000,4351000000,4126100000,3659400000,3422800000,3789100000,3984800000,4232600000,4112300000,3213900000
Exports of goods and services (constant LCU),Somalia,,,,,,,,,,,,,,,,,,,,,
Exports of goods and services (constant LCU),South Africa,8.73E+11,8.94E+11,9.03E+11,9.04E+11,9.30E+11,1.01E+12,1.08E+12,1.17E+12,1.19E+12,9.86E+11,1.06E+12,1.09E+12,1.11E+12,1.15E+12,1.19E+12,1.23E+12,1.23E+12,1.23E+12,1.26E+12,1.22E+12,1.07E+12
Exports of goods and services (constant LCU),South Sudan,,,,,,,,,15373000000,17040000000,16773000000,16426000000,1333000000,2660000000,4064480000,1938322600,,,,,
Exports of goods and services (constant LCU),Spain,2.31E+11,2.41E+11,2.44E+11,2.53E+11,2.64E+11,2.69E+11,2.81E+11,3.03E+11,3.00E+11,2.67E+11,2.92E+11,3.15E+11,3.18E+11,3.32E+11,3.47E+11,3.62E+11,3.82E+11,4.03E+11,4.10E+11,4.19E+11,3.35E+11
Exports of goods and services (constant LCU),Sri Lanka,1.41E+12,1.33E+12,1.42E+12,1.47E+12,1.58E+12,1.68E+12,1.75E+12,1.88E+12,1.88E+12,1.65E+12,,,,,,2.30E+12,2.41E+12,2.60E+12,2.74E+12,2.78E+12,1.96E+12
Exports of goods and services (constant LCU),St. Kitts and Nevis,,,,,,,,,,,,,,,,,,,,,
Exports of goods and services (constant LCU),St. Lucia,,,,,,,,,,,,,,,,,,,,,
Exports of goods and services (constant LCU),St. Martin (French part),,,,,,,,,,,,,,,,,,,,,
Exports of goods and services (constant LCU),St. Vincent and the Grenadines,,,,,,,,,,,,,,,,,,,,,
Exports of goods and services (constant LCU),Sudan,2044581500,2245260400,2661127500,3408309700,3694607700,3803229200,4322868600,4885867900,5543505700,5643288800,6151184800,223631300,52329700,84774100,145811500,142895300,138551200,151020800,163102500,174519700,183654300
Exports of goods and services (constant LCU),Suriname,,,,,,,,,,,,,,,,,,,,,
Exports of goods and services (constant LCU),Sweden,1.14E+12,1.15E+12,1.17E+12,1.22E+12,1.36E+12,1.44E+12,1.57E+12,1.64E+12,1.67E+12,1.43E+12,1.58E+12,1.69E+12,1.71E+12,1.69E+12,1.76E+12,1.86E+12,1.91E+12,1.99E+12,2.07E+12,2.20E+12,2.08E+12
Exports of goods and services (constant LCU),Switzerland,2.50E+11,2.51E+11,2.46E+11,2.43E+11,2.67E+11,2.85E+11,3.03E+11,3.37E+11,3.51E+11,3.20E+11,3.61E+11,3.75E+11,3.78E+11,4.32E+11,4.10E+11,4.26E+11,4.52E+11,4.50E+11,4.65E+11,4.62E+11,4.38E+11
Exports of goods and services (constant LCU),Syrian Arab Republic,3.27E+11,3.69E+11,3.69E+11,3.08E+11,3.81E+11,3.75E+11,4.53E+11,4.59E+11,4.49E+11,3.63E+11,4.04E+11,2.13E+11,69985000000,48628000000,41590000000,39737000000,37973000000,49358000000,42259000000,46779000000,68813000000
Exports of goods and services (constant LCU),Tajikistan,1550000000,1325250300,1425969400,1846630100,2263969100,2329623800,2479175900,2445748600,2838071900,2781310200,3421011600,3458643400,3493229000,3143906900,3143906900,3143906900,3618636842,3864704147,3663739532,4451443531,5421858221
Exports of goods and services (constant LCU),Tanzania,5.02E+12,6.03E+12,6.53E+12,8.05E+12,8.67E+12,9.80E+12,8.79E+12,1.00E+13,1.08E+13,1.13E+13,1.20E+13,1.32E+13,1.52E+13,1.47E+13,1.59E+13,1.61E+13,1.61E+13,1.61E+13,1.52E+13,1.81E+13,1.65E+13
Exports of goods and services (constant LCU),Thailand,3.31E+12,3.30E+12,3.50E+12,3.82E+12,4.38E+12,4.72E+12,5.23E+12,5.69E+12,6.05E+12,5.31E+12,6.07E+12,6.65E+12,6.89E+12,7.06E+12,7.09E+12,7.18E+12,7.37E+12,7.75E+12,8.01E+12,7.77E+12,6.24E+12
Exports of goods and services (constant LCU),Timor-Leste,52051600,64140600,58766400,54129300,48334300,43210600,52205500,69019400,83759500,84766200,108525000,81473700,115003200,87284700,67633000,48508500,52618400,32069900,37404300,428446900,1324188800
Exports of goods and services (constant LCU),Togo,4.76E+11,4.64E+11,5.14E+11,6.01E+11,5.68E+11,5.61E+11,5.28E+11,5.23E+11,5.43E+11,5.94E+11,6.79E+11,8.15E+11,8.97E+11,1.00E+12,9.21E+11,9.04E+11,9.62E+11,9.57E+11,9.63E+11,9.96E+11,1.01E+12
Exports of goods and services (constant LCU),Tonga,,,,,,,,,,,,153642900,150299000,171125000,174400000,188145000,239332000,225485000,228377000,220821000,208675000
Exports of goods and services (constant LCU),Trinidad and Tobago,,,,,,,,,,,,,,,,,,,,,
Exports of goods and services (constant LCU),Tunisia,19968720100,23807519100,22971362500,22981291400,24236273400,25320680700,26412585900,29529288300,30356042100,28219057100,35772663110,33721685787,35124000740,36624403086,36167388569,34483853388,34667065796,36341126125,38011549032,36406977432,29110530649
Exports of goods and services (constant LCU),Turkiye,1.40E+11,1.47E+11,1.59E+11,1.71E+11,1.92E+11,2.08E+11,2.20E+11,2.35E+11,2.44E+11,2.35E+11,2.39E+11,2.70E+11,3.09E+11,3.25E+11,3.48E+11,3.59E+11,3.53E+11,3.96E+11,4.32E+11,4.55E+11,3.89E+11
Exports of goods and services (constant LCU),Turkmenistan,2885065300,2992189200,3204356900,3873621300,4384800000,5481000000,7812765100,,,,,,,,,,,,,,
Exports of goods and services (constant LCU),Turks and Caicos Islands,,,,,,,,,,,,,,,,,,,,,
Exports of goods and services (constant LCU),Tuvalu,,,,,,,,,,,,,,,,,,,,,
Exports of goods and services (constant LCU),Uganda,2.57E+12,3.32E+12,3.87E+12,4.00E+12,4.94E+12,5.68E+12,6.12E+12,6.86E+12,1.27E+13,1.16E+13,1.05E+13,1.11E+13,1.27E+13,1.35E+13,1.35E+13,1.32E+13,1.36E+13,1.81E+13,1.98E+13,2.06E+13,2.04E+13
Exports of goods and services (constant LCU),Ukraine,1.80E+12,1.77E+12,1.90E+12,2.10E+12,2.57E+12,2.26E+12,2.13E+12,2.19E+12,2.32E+12,1.81E+12,1.85E+12,1.91E+12,1.80E+12,1.67E+12,1.38E+12,1.20E+12,1.18E+12,1.22E+12,1.21E+12,1.29E+12,1.22E+12
Exports of goods and services (constant LCU),United Arab Emirates,,3.58E+11,3.70E+11,4.54E+11,5.66E+11,6.31E+11,7.03E+11,7.66E+11,8.61E+11,8.24E+11,8.75E+11,1.02E+12,1.19E+12,1.27E+12,1.29E+12,1.36E+12,1.40E+12,1.37E+12,1.52E+12,1.50E+12,1.40E+12
Exports of goods and services (constant LCU),United Kingdom,5.67E+14,3.67E+11,3.70E+11,3.77E+11,9.57E+14,4.26E+11,4.80E+11,4.72E+11,1.25E+15,4.42E+11,4.71E+11,5.04E+11,1.08E+15,1.09E+11,5.14E+11,5.34E+11,1.48E+15,5.86E+11,6.04E+11,6.16E+11,1.45E+15
Exports of goods and services (constant LCU),United States,1.31E+15,1.24E+12,1.22E+12,1.24E+12,1.36E+15,1.46E+12,1.59E+12,1.73E+12,1.83E+15,1.68E+12,1.90E+12,2.03E+12,2.12E+15,2.18E+12,2.26E+12,2.27E+12,2.28E+15,2.38E+12,2.44E+12,2.45E+12,2.13E+15
Exports of goods and services (constant LCU),Uruguay,2.14E+11,2.03E+11,1.89E+11,2.16E+11,2.66E+11,3.09E+11,3.26E+11,3.42E+11,3.71E+11,3.87E+11,4.15E+11,4.39E+11,4.55E+11,4.55E+11,4.71E+11,4.68E+11,4.67E+11,4.91E+11,4.86E+11,5.09E+11,4.26E+11
Exports of goods and services (constant LCU),Uzbekistan,5.21E+12,4.93E+12,4.59E+12,5.81E+12,7.44E+12,8.33E+12,9.73E+12,1.36E+13,1.87E+13,1.78E+13,1.92E+13,2.20E+13,2.09E+13,2.31E+13,2.14E+13,2.19E+13,2.28E+13,2.62E+13,2.89E+13,3.36E+13,2.69E+13
Exports of goods and services (constant LCU),Vanuatu,,,14744000000,16318000000,18687000000,20013000000,20063000000,21225000000,23052000000,26356000000,26626000000,29316000000,28876000000,30000000000,29852000000,31303000000,37419000000,37006000000,38290000000,48109000000,13906000000
Exports of goods and services (constant LCU),"Venezuela, RB",11969386000,11544545000,11087327000,9936047000,11295862000,11721660000,11367995000,10509532000,10406182100,8982455000,7825785000,8190856000,8321442000,7808034000,7444336000,,,,,,
Exports of goods and services (constant LCU),Viet Nam,4.42E+14,5.18E+14,5.71E+14,6.85E+14,8.61E+14,1.01E+15,1.13E+15,1.27E+15,1.44E+15,1.37E+15,1.48E+15,1.64E+15,1.89E+15,2.23E+15,2.50E+15,2.85E+15,3.17E+15,3.71E+15,4.17E+15,4.43E+15,4.61E+15
Exports of goods and services (constant LCU),Virgin Islands (U.S.),,,17456000000,20353000000,21678000000,21851000000,20717000000,20793000000,21097000000,18996000000,18218000000,15171000000,3278000000,2741000000,3228000000,2063000000,2485000000,3133000000,2495000000,2785000000,2292000000
Exports of goods and services (constant LCU),West Bank and Gaza,1370621100,919151700,749694800,842763600,930376100,1098118200,1065380400,1265080800,1483176700,1582481200,1608203700,2017100000,2027800000,2117300000,2319600000,2244300000,2208300000,2515600000,2578700000,2630500000,2335900000
Exports of goods and services (constant LCU),"Yemen, Rep.",1.06E+11,95657958544,1.02E+11,1.05E+11,1.09E+11,1.29E+11,1.34E+11,1.21E+11,1.32E+11,1.03E+11,1.17E+11,1.03E+11,86657279216,81688652490,78341952297,24770381656,8764589935,8539280218,12738533260,,
Exports of goods and services (constant LCU),Zambia,2920886900,3526788700,4755094900,7508544100,11800161800,16490732600,18209533300,20159994700,19030198500,30700976600,35995100000,,,,,,,,,,
Exports of goods and services (constant LCU),Zimbabwe,53636633100,55393883700,45996412700,36596008700,35843464600,33211935400,30241975700,27282388300,21530075600,20706733900,30185976800,31726868300,30688021100,27043348000,28092407100,41692285900,50447995700,52872871700,51332752300,58462863837,29845727593
Gross capital formation (current LCU),Afghanistan,,,,,,,,,,,,,,,,,,,,,1.77E+11
Gross capital formation (current LCU),Albania,1.54E+11,1.97E+11,2.15E+11,2.30E+11,2.52E+11,2.96E+11,3.12E+11,3.33E+11,3.87E+11,3.95E+11,3.76E+11,4.09E+11,3.78E+11,3.79E+11,3.58E+11,3.70E+11,3.71E+11,3.88E+11,3.91E+11,3.89E+11,3.78E+11
Gross capital formation (current LCU),Algeria,9.72E+11,1.13E+12,1.39E+12,1.59E+12,2.05E+12,2.39E+12,2.56E+12,3.22E+12,4.12E+12,4.67E+12,4.97E+12,5.55E+12,6.35E+12,7.23E+12,7.86E+12,8.49E+12,8.89E+12,9.16E+12,9.60E+12,9.16E+12,8.10E+12
Gross capital formation (current LCU),American Samoa,,,,,,,,,,,,,,,,,,,,,
