Series Name,Country Name,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Exports of goods and services (constant LCU),"Bahamas, The",2526610000,2657860000,2671720000,2689760000,3004390000,2940090000,2997250000,2954520000,2889490000,2797710000,2833370000,3011360000,4506460000,4545550000,4297990000,4358010000,4046920000,4050400000,4546270000,4610120000,2512180000
Exports of goods and services (constant LCU),Bahrain,5152440000,5025820000,5718890000,5777340000,6045510000,6330740000,6454700000,6483880000,6527910000,6550720000,6723000000,8766080000,10589780000,10519490000,10091590000,10006300000,9730460000,10089490000,10418570000,10458250000,10191736000
Exports of goods and services (constant LCU),Bangladesh,4.12E+11,4.74E+11,4.73E+11,4.65E+11,8.63E+11,1.23E+12,1.55E+12,1.75E+12,1.87E+12,1.87E+12,1.89E+12,2.45E+12,2.75E+12,2.82E+12,2.91E+12,2.83E+12,2.89E+12,2.84E+12,3.01E+12,3.35E+12,2.77E+12
Exports of goods and services (constant LCU),Barbados,,,,,,,,,,,,,,,,,,,,,
Exports of goods and services (constant LCU),Belarus,30763259000,34790789800,37715172700,40955930100,46485199200,45230108100,48926522900,51666690600,52751740500,48620097500,52348867900,68262979600,75908424700,64825794100,67786000000,69210000000,71010000000,76304000000,86180000000,87013000000,83751000000
Exports of goods and services (constant LCU),Belgium,2.16E+11,2.17E+11,2.25E+11,2.28E+11,2.42E+11,2.56E+11,2.70E+11,2.85E+11,2.90E+11,2.57E+11,2.84E+11,2.98E+11,2.96E+11,2.97E+11,3.13E+11,3.24E+11,3.44E+11,3.63E+11,3.67E+11,3.76E+11,3.52E+11
Exports of goods and services (constant LCU),Belize,1110476513,1165073009,1276627947,1445126979,1527869604,1680748876,1892511970,1746931882,1816290570,1877364206,1881206546,1939194806,2155072580,2436963320,2373118141,2219711641,2043774043,1901858585,2109144521,2236995839,1677385160
Exports of goods and services (constant LCU),Benin,7.11E+11,7.45E+11,8.20E+11,8.35E+11,7.91E+11,8.71E+11,8.68E+11,1.10E+12,1.22E+12,1.16E+12,1.21E+12,1.09E+12,1.36E+12,1.67E+12,2.08E+12,1.66E+12,1.89E+12,2.02E+12,2.12E+12,2.30E+12,1.73E+12
Exports of goods and services (constant LCU),Bermuda,,,,,,,,,,,,,,,3199330900,3338401100,3583066800,3216427400,3404630700,3293000000,2968100000
Exports of goods and services (constant LCU),Bhutan,14760113567,14547013807,14971379839,17406048720,22230768991,29866999377,45298478139,52440484638,47279204358,46150692860,49621818526,51211189123,49981824617,51916976378,49170137300,47608244828,45095177685,48004252140,48130778165,60712499098,48767488502
Exports of goods and services (constant LCU),Bolivia,5491595300,5951638700,6290479800,7055594200,8228272500,8914207200,9924796000,10231389600,10453874700,9329491600,10248691900,10719430300,12144641300,12641951800,14015558200,13186019400,12432525000,11814068300,12427219600,12201082900,9907296700
Exports of goods and services (constant LCU),Bosnia and Herzegovina,3423756000,3621793700,3434297100,3884074700,4562956100,5280622100,6271902700,7048464800,7129185100,6902761400,7862281400,8227406500,8236245900,8883326000,9253143600,10158360600,11109983700,12423295400,13327519800,13394742400,11272006800
Exports of goods and services (constant LCU),Botswana,67055370800,64142268100,68854145300,64034711200,68766244500,81275352300,83821588200,91194310500,80447374200,54680943600,64633370000,64109324000,74869925900,1.05E+11,1.06E+11,97991318700,89791012500,84890714100,94977777300,86602929200,70521672700
Exports of goods and services (constant LCU),Brazil,7.84E+14,8.90E+14,8.79E+14,9.31E+14,1.06E+15,1.23E+15,1.35E+15,1.46E+15,1.20E+15,1.45E+15,1.67E+15,1.91E+15,1.35E+15,2.03E+15,2.05E+15,2.00E+15,1.57E+15,2.15E+15,2.29E+15,2.28E+15,1.98E+15
Exports of goods and services (constant LCU),British Virgin Islands,,,,,,,,,,,,,,,,,,,,,
Exports of goods and services (constant LCU),Brunei Darussalam,15284448900,15483610800,16377250200,16747980200,16628396000,16418854100,17021440100,15381017600,14424926900,13664485000,12599000000,12221000000,12369000000,11667000000,11767000000,10496000000,10297094600,10018544100,10303756000,11837043300,12727771600
Exports of goods and services (constant LCU),Bulgaria,20062445000,20306188000,22104845000,23533369000,29300905000,31963277000,34412677000,41165353000,42185373000,37243114000,41354449000,46545995000,47494493000,52069170000,53694399000,57152955000,62075235000,65642525000,66785133000,69436807000,62235354000
Exports of goods and services (constant LCU),Burkina Faso,3.32E+11,3.27E+11,3.21E+11,3.49E+11,4.04E+11,4.30E+11,5.15E+11,5.52E+11,5.97E+11,7.97E+11,1.14E+12,1.41E+12,1.41E+12,1.69E+12,1.80E+12,1.83E+12,1.87E+12,2.03E+12,2.34E+12,2.35E+12,2.63E+12
Exports of goods and services (constant LCU),Burundi,36800689600,46149559700,44236706800,70929733700,64052230200,74911128000,82787640000,92233540000,1.49E+11,96102187000,1.40E+11,1.38E+11,1.92E+11,1.53E+11,1.50E+11,1.30E+11,1.37E+11,1.81E+11,2.01E+11,2.00E+11,1.70E+11
Exports of goods and services (constant LCU),Cabo Verde,,,,,,,,52968611900,57069053400,47430492100,50548723300,55986180900,63674633200,63944260500,63006935400,71539000000,77917258000,85529732600,96991650500,1.06E+11,46023270600
Exports of goods and services (constant LCU),Cambodia,7.02E+12,8.19E+12,9.26E+12,1.03E+13,1.32E+13,1.53E+13,1.83E+13,2.01E+13,2.33E+13,2.10E+13,2.53E+13,3.01E+13,3.44E+13,3.92E+13,4.37E+13,4.68E+13,5.08E+13,5.35E+13,6.11E+13,6.92E+13,6.14E+13
Exports of goods and services (constant LCU),Cameroon,2.50E+12,2.66E+12,2.65E+12,2.34E+12,2.55E+12,2.39E+12,2.62E+12,2.99E+12,2.90E+12,2.55E+12,2.89E+12,3.03E+12,3.07E+12,3.17E+12,3.53E+12,3.70E+12,3.80E+12,3.74E+12,3.82E+12,4.25E+12,3.64E+12
Exports of goods and services (constant LCU),Canada,5.54E+11,5.38E+11,5.44E+11,5.35E+11,5.65E+11,5.77E+11,5.82E+11,5.89E+11,5.62E+11,4.89E+11,5.22E+11,5.47E+11,5.63E+11,5.77E+11,6.13E+11,6.34E+11,6.43E+11,6.52E+11,6.77E+11,6.95E+11,6.34E+11
Exports of goods and services (constant LCU),Cayman Islands,,,,,,,,,,,,,,,,,,,,,
Exports of goods and services (constant LCU),Central African Republic,,,,,,,,,,1.05E+11,1.50E+11,2.17E+11,2.32E+11,1.75E+11,1.98E+11,2.18E+11,2.00E+11,2.46E+11,1.18E+11,1.20E+11,1.17E+11
Exports of goods and services (constant LCU),Chad,4.86E+11,4.71E+11,4.42E+11,9.85E+11,,1.68E+12,,1.62E+12,1.60E+12,1.38E+12,1.68E+12,1.81E+12,1.86E+12,1.60E+12,1.69E+12,2.19E+12,2.10E+12,2.13E+12,2.25E+12,2.38E+12,2.41E+12
Exports of goods and services (constant LCU),Channel Islands,,,,,,,,,,,,,,,,,,,,,
Exports of goods and services (constant LCU),Chile,3.15E+13,3.39E+13,3.50E+13,3.74E+13,4.30E+13,4.44E+13,4.68E+13,4.99E+13,4.97E+13,4.76E+13,4.85E+13,5.10E+13,5.11E+13,5.27E+13,5.30E+13,5.17E+13,5.20E+13,5.15E+13,5.40E+13,5.27E+13,5.22E+13
Exports of goods and services (constant LCU),China,8.84E+14,8.90E+14,8.79E+14,9.31E+14,1.06E+15,1.23E+15,1.35E+15,1.46E+15,1.60E+15,1.45E+15,1.67E+15,1.91E+15,1.95E+15,2.03E+15,2.05E+15,2.00E+15,1.97E+15,2.15E+15,2.29E+15,2.28E+15,2.08E+15
Exports of goods and services (constant LCU),Colombia,6.82E+13,7.01E+13,6.85E+13,7.35E+13,8.07E+13,8.81E+13,9.65E+13,1.03E+14,1.05E+14,9.92E+13,1.01E+14,1.14E+14,1.19E+14,1.24E+14,1.24E+14,1.26E+14,1.26E+14,1.29E+14,1.30E+14,1.34E+14,1.03E+14
Exports of goods and services (constant LCU),Comoros,22468974700,22993159700,23527701300,24022748500,24483889600,25178595600,25845048800,25636000000,25379640000,30176392000,34612321600,35996814400,35420865400,39246318900,42019602600,43925040700,47732997200,53362202400,63627949900,67978298200,36758665400
Exports of goods and services (constant LCU),"Congo, Dem. Rep.",6.65E+11,5.35E+11,9.77E+11,1.12E+12,1.15E+12,1.30E+12,1.18E+12,1.49E+12,1.56E+12,1.12E+12,1.57E+12,1.96E+12,2.20E+12,2.40E+12,2.91E+12,3.03E+12,3.00E+12,3.22E+12,3.68E+12,3.73E+12,4.03E+12
Exports of goods and services (constant LCU),"Congo, Rep.",2.63E+12,2.48E+12,2.51E+12,2.45E+12,2.39E+12,2.63E+12,2.74E+12,2.27E+12,2.37E+12,2.75E+12,2.83E+12,2.99E+12,2.74E+12,2.55E+12,2.72E+12,2.60E+12,2.73E+12,2.78E+12,3.36E+12,3.23E+12,2.93E+12
Exports of goods and services (constant LCU),Costa Rica,4.97E+12,5.06E+12,5.19E+12,5.49E+12,6.06E+12,6.42E+12,6.94E+12,7.46E+12,7.62E+12,6.98E+12,7.63E+12,8.16E+12,8.62E+12,8.90E+12,9.34E+12,9.61E+12,1.05E+13,1.13E+13,1.18E+13,1.23E+13,1.10E+13
Exports of goods and services (constant LCU),Cote d'Ivoire,7.22E+12,6.76E+12,7.00E+12,6.09E+12,6.84E+12,7.23E+12,7.64E+12,7.00E+12,6.60E+12,7.84E+12,7.13E+12,7.16E+12,7.91E+12,6.89E+12,7.29E+12,7.41E+12,7.35E+12,8.64E+12,8.31E+12,9.06E+12,1.00E+13
Exports of goods and services (constant LCU),Croatia,12028064882,13205994660,13846648194,14764682133,15852249555,16581396690,17899155724,18786115479,18382283518,15847168803,17085008974,17473064403,17210162941,17658211486,18942796304,20889011725,22354738802,23908096783,24768822335,26463760722,20325761052
Exports of goods and services (constant LCU),Cuba,5152500000,4967100000,4778400000,5054700000,6017300000,8875500000,8993000000,10233700000,11418000000,11774000000,13398000000,14129000000,14191000000,14438000000,14028000000,14014000000,11248000000,11248000000,10983000000,10478000000,8325000000
Exports of goods and services (constant LCU),Curacao,,,,,,,,,,,,3828000000,,,,,,,,,
Exports of goods and services (constant LCU),Cyprus,8887695000,9044224000,8727645000,8474650000,8745085000,9015441000,9223058000,9717705000,9662827000,9213068000,9795666000,10482894000,10422646000,10539628000,11202791000,12202564000,13083600000,14520479000,15568853000,16927169000,17302022000
Exports of goods and services (constant LCU),Czechia,1.12E+12,1.23E+12,1.24E+12,1.35E+12,1.75E+12,2.07E+12,2.37E+12,2.63E+12,2.74E+12,2.47E+12,2.83E+12,3.09E+12,3.22E+12,3.23E+12,3.51E+12,3.73E+12,3.89E+12,4.17E+12,4.32E+12,4.39E+12,4.03E+12
Exports of goods and services (constant LCU),Denmark,7.30E+11,7.54E+11,7.87E+11,7.78E+11,8.01E+11,8.64E+11,9.53E+11,9.88E+11,1.03E+12,9.31E+11,9.59E+11,1.03E+12,1.04E+12,1.06E+12,1.09E+12,1.13E+12,1.17E+12,1.23E+12,1.27E+12,1.33E+12,1.25E+12
Exports of goods and services (constant LCU),Djibouti,,,,,,,,,,,,,,5.68E+11,6.07E+11,6.16E+11,4.61E+11,7.03E+11,7.72E+11,8.44E+11,5.93E+11
Exports of goods and services (constant LCU),Dominica,,,,,,,,,,,,,,,,,,,,,
Exports of goods and services (constant LCU),Dominican Republic,3.65E+11,3.38E+11,3.40E+11,3.89E+11,4.06E+11,3.91E+11,3.86E+11,3.90E+11,3.72E+11,3.41E+11,3.95E+11,4.24E+11,4.48E+11,4.88E+11,5.31E+11,5.47E+11,5.88E+11,6.17E+11,6.54E+11,6.64E+11,4.63E+11
Exports of goods and services (constant LCU),Ecuador,11248430000,11069900000,11138952000,11942090000,13993547000,15201615000,16284882000,16287685000,16773701000,15970518000,15932657000,16835682000,17756018000,18210280000,19342036000,19218768000,19491882000,19631647000,19858209000,20582165000,19471230000
Exports of goods and services (constant LCU),"Egypt, Arab Rep.",2.07E+11,2.14E+11,2.24E+11,2.55E+11,3.20E+11,3.84E+11,4.66E+11,5.75E+11,7.40E+11,6.33E+11,6.14E+11,6.21E+11,6.07E+11,6.34E+11,5.65E+11,5.65E+11,4.80E+11,8.93E+11,1.17E+12,1.14E+12,8.73E+11
Exports of goods and services (constant LCU),El Salvador,4528351900,4455632300,4698144400,4875285800,4996376700,4947671800,5254814700,5354970000,5488510400,4981056900,5648758900,6056057100,6089442200,6470032400,6677020000,6897361700,6910715700,7144411400,7257920700,7872206600,5935870800
Exports of goods and services (constant LCU),Equatorial Guinea,,,,,,4.37E+12,4.34E+12,5.38E+12,6.21E+12,5.83E+12,5.82E+12,5.20E+12,5.44E+12,5.03E+12,5.05E+12,4.73E+12,4.30E+12,4.14E+12,3.91E+12,3.38E+12,3.10E+12
Exports of goods and services (constant LCU),Eritrea,657488000,763984500,830650400,620876800,684997800,677942200,780301800,677848500,532971600,725979700,852997900,5764051900,,,,,,,,,
Exports of goods and services (constant LCU),Estonia,5657682000,6015972000,6185663000,6814902000,7993356000,9585824000,10499300000,11823832000,11929996000,9507187000,11809564000,14664292000,15372031000,15802451000,16219710000,15975998000,16746445000,17555641000,18064594000,19168316000,18157591000
Exports of goods and services (constant LCU),Eswatini,11922849900,12510582500,19284595700,21113675800,18512183600,15505680700,16595738300,18882816400,16415033200,15290471700,16281427700,12190453100,13572829100,13712519500,15310169900,15148398400,15701596700,16417810547,15822383789,18398812500,17957017578
Exports of goods and services (constant LCU),Ethiopia,,,,,,,,,,,,1.63E+11,1.46E+11,1.46E+11,1.50E+11,1.33E+11,1.23E+11,1.32E+11,1.39E+11,1.31E+11,1.24E+11
Exports of goods and services (constant LCU),Faroe Islands,,,,,,,,,,,,,,,,,,,,,
Exports of goods and services (constant LCU),Fiji,,,,,,,,,,,,,,,,,,,,,
Exports of goods and services (constant LCU),Finland,56043000000,57064000000,59337000000,58739000000,63874000000,68312000000,75016000000,81758000000,87155000000,69625000000,73928000000,75428000000,75604000000,76037000000,74553000000,74845000000,77759000000,84619000000,85891000000,91624000000,84510000000
Exports of goods and services (constant LCU),France,4.61E+11,4.75E+11,4.84E+11,4.80E+11,5.05E+11,5.26E+11,5.57E+11,5.73E+11,5.75E+11,5.12E+11,5.57E+11,5.92E+11,6.09E+11,6.22E+11,6.43E+11,6.73E+11,6.85E+11,7.15E+11,7.47E+11,7.59E+11,6.31E+11
Exports of goods and services (constant LCU),French Polynesia,,,,,,,,,,,,,,,,,,,,,
Exports of goods and services (constant LCU),Gabon,2.12E+12,2.00E+12,1.85E+12,1.88E+12,1.91E+12,2.07E+12,1.93E+12,1.99E+12,1.87E+12,1.84E+12,2.11E+12,2.21E+12,2.13E+12,2.13E+12,2.13E+12,2.32E+12,2.24E+12,2.33E+12,2.36E+12,2.69E+12,2.96E+12
Exports of goods and services (constant LCU),"Gambia, The",,,,,8345942800,7938658100,8757752900,7930738600,6488271900,7563051000,7289265200,8145954200,9612490800,9387777300,10410319300,7965166200,6960626400,10515896600,14143393900,13247497700,10599322900
Exports of goods and services (constant LCU),Georgia,,,,,,,,,,,8544100000,9963000000,11332600000,13287700000,13313800000,13866600000,15074500000,16835300000,18528400000,20339835500,12687740100
Exports of goods and services (constant LCU),Germany,6.99E+11,7.39E+11,7.70E+11,7.84E+11,8.75E+11,9.33E+11,1.05E+12,1.14E+12,1.16E+12,9.97E+11,1.14E+12,1.24E+12,1.27E+12,1.29E+12,1.35E+12,1.42E+12,1.45E+12,1.53E+12,1.56E+12,1.60E+12,1.45E+12
Exports of goods and services (constant LCU),Ghana,,,,,,,10015565300,11835164900,13816681000,14869550500,18539237500,28521149100,32852373300,31668071200,31365052400,36893894600,37961450900,46992508800,50101713900,56481199200,49257409900
Exports of goods and services (constant LCU),Gibraltar,,,,,,,,,,,,,,,,,,,,,
Exports of goods and services (constant LCU),Greece,41102122000,41151523000,38137337000,37857344000,44880113000,46378874000,48796485000,53977868000,55852413000,45508917000,47721193000,48026105000,48968709000,49843964000,53954764000,56662309000,56427380000,61230184000,66812928000,70077581000,54996421000
Exports of goods and services (constant LCU),Greenland,,,,3980200000,4377900000,4605600000,4318800000,4450600000,4776300000,4381000000,4794400000,4998300000,4803100000,4916800000,5498200000,4953000000,5704200000,5488300000,5686000000,5376700000,5076200000
Exports of goods and services (constant LCU),Grenada,,,,,,,,,,,,,,,,,,,,,
Exports of goods and services (constant LCU),Guam,,,1077000000,904000000,1137000000,1186000000,1167000000,1136000000,1046000000,897000000,896000000,954000000,1004000000,1065000000,1061000000,1044000000,1122000000,1140000000,1143000000,1342000000,348000000
Exports of goods and services (constant LCU),Guatemala,67988937300,65276160300,65739820200,65399571700,70773435500,69280377700,72599370000,79435413500,79305935800,77195430700,81930580300,84395015100,85875006000,91596629000,97941839000,1.01E+11,1.03E+11,1.05E+11,1.04E+11,1.04E+11,96624384900
Exports of goods and services (constant LCU),Guinea,,,,,,,9.19E+12,1.19E+13,1.06E+13,1.12E+13,1.19E+13,1.18E+13,1.21E+13,1.06E+13,1.13E+13,1.03E+13,1.42E+13,2.55E+13,2.54E+13,2.71E+13,2.48E+13
Exports of goods and services (constant LCU),Guinea-Bissau,50925950000,56134170000,45344770000,38331620000,44811790000,49986000000,,73776460300,76993740400,85087445500,64501944500,94298769500,69130258700,80742720900,82740484600,96971194400,1.07E+11,88224539400,1.06E+11,1.15E+11,98588028100
Exports of goods and services (constant LCU),Guyana,,,,,,,,,,,,,,,,,,,,,
Exports of goods and services (constant LCU),Haiti,9406987058,9235093412,8852154808,18463139266,16519629781,16958250187,12343715412,25278477033,27081812594,29538343908,24198778765,55697657680,55033342607,58135121736,61475736517,61567423933,58126779041,58436740942,58367241686,57123039630,35456431877
Exports of goods and services (constant LCU),Honduras,57563600000,59843600000,65834200000,71580200000,81030100000,85329900000,86655600000,88854000000,89617900000,75371400000,87193200000,94484500000,1.04E+11,1.02E+11,1.06E+11,1.09E+11,1.10E+11,1.15E+11,1.17E+11,1.20E+11,94765200000
Exports of goods and services (constant LCU),"Hong Kong SAR, China",2.13E+12,2.11E+12,2.29E+12,2.59E+12,3.01E+12,3.37E+12,3.72E+12,4.02E+12,4.16E+12,3.78E+12,4.45E+12,4.66E+12,4.81E+12,5.19E+12,5.24E+12,5.17E+12,5.20E+12,5.51E+12,5.71E+12,5.36E+12,5.00E+12
Exports of goods and services (constant LCU),Hungary,1.00E+13,1.09E+13,1.15E+13,1.23E+13,1.45E+13,1.63E+13,1.95E+13,2.27E+13,2.42E+13,2.16E+13,2.40E+13,2.55E+13,2.51E+13,2.61E+13,2.85E+13,3.06E+13,3.18E+13,3.38E+13,3.55E+13,3.74E+13,3.51E+13
Exports of goods and services (constant LCU),Iceland,5.37E+11,5.73E+11,5.94E+11,5.98E+11,6.47E+11,6.93E+11,6.60E+11,8.15E+11,8.43E+11,9.13E+11,9.22E+11,9.53E+11,9.87E+11,1.05E+12,1.10E+12,1.19E+12,1.32E+12,1.39E+12,1.40E+12,1.32E+12,9.12E+11
Exports of goods and services (constant LCU),India,8.84E+14,8.90E+14,8.79E+14,9.31E+14,1.26E+15,1.23E+15,1.35E+15,1.46E+15,1.80E+15,1.45E+15,1.67E+15,1.91E+15,1.65E+15,2.03E+15,2.05E+15,2.00E+15,1.47E+15,2.15E+15,2.29E+15,2.28E+15,1.08E+15
Exports of goods and services (constant LCU),Indonesia,8.84E+14,8.90E+14,8.79E+14,9.31E+14,1.06E+15,1.23E+15,1.35E+15,1.46E+15,1.60E+15,1.45E+15,1.67E+15,1.91E+15,1.95E+15,2.03E+15,2.05E+15,2.00E+15,1.97E+15,2.15E+15,2.29E+15,2.28E+15,2.08E+15
Exports of goods and services (constant LCU),"Iran, Islamic Rep.",2.06E+15,1.94E+15,2.00E+15,2.29E+15,2.31E+15,2.36E+15,2.46E+15,2.45E+15,2.38E+15,2.37E+15,2.55E+15,2.53E+15,2.00E+15,1.95E+15,2.17E+15,2.39E+15,3.05E+15,3.06E+15,3.05E+15,2.42E+15,2.11E+15
Exports of goods and services (constant LCU),Iraq,,,,,,,,5.12E+13,6.01E+13,6.23E+13,5.99E+13,6.21E+13,7.50E+13,7.47E+13,8.33E+13,1.12E+14,1.11E+14,1.10E+14,1.17E+14,1.22E+14,1.10E+14
Exports of goods and services (constant LCU),Ireland,1.16E+11,1.32E+11,1.40E+11,1.38E+11,1.47E+11,1.55E+11,1.65E+11,1.79E+11,1.72E+11,1.80E+11,1.91E+11,1.97E+11,1.95E+11,2.01E+11,2.31E+11,3.21E+11,3.36E+11,3.68E+11,4.04E+11,4.52E+11,5.04E+11
Exports of goods and services (constant LCU),Isle of Man,,,,,,,,,,,,,,,,,,,,,
Exports of goods and services (constant LCU),Israel,2.30E+11,2.03E+11,1.99E+11,2.15E+11,2.53E+11,2.65E+11,2.78E+11,3.07E+11,3.24E+11,2.85E+11,3.28E+11,3.55E+11,3.53E+11,3.71E+11,3.74E+11,3.68E+11,3.76E+11,3.95E+11,4.17E+11,4.29E+11,4.19E+11
Exports of goods and services (constant LCU),Italy,3.86E+11,3.96E+11,3.85E+11,3.80E+11,4.03E+11,4.16E+11,4.51E+11,4.79E+11,4.64E+11,3.81E+11,4.26E+11,4.49E+11,4.58E+11,4.60E+11,4.72E+11,4.92E+11,5.01E+11,5.28E+11,5.40E+11,5.48E+11,4.74E+11
Exports of goods and services (constant LCU),Jamaica,,,,,,,,3.52E+11,3.62E+11,2.98E+11,2.76E+11,2.71E+11,2.63E+11,2.75E+11,2.78E+11,2.91E+11,2.99E+11,3.15E+11,3.40E+11,3.53E+11,
Exports of goods and services (constant LCU),Japan,5.23E+13,4.88E+13,5.27E+13,5.77E+13,6.60E+13,7.07E+13,7.80E+13,8.48E+13,8.62E+13,6.60E+13,8.24E+13,8.23E+13,8.25E+13,8.31E+13,9.09E+13,9.38E+13,9.53E+13,1.02E+14,1.05E+14,1.04E+14,9.19E+13
Exports of goods and services (constant LCU),Jordan,,,,,,,,,,,,,,,,,,,,,
Exports of goods and services (constant LCU),Kazakhstan,2.94E+12,2.89E+12,3.36E+12,3.62E+12,4.02E+12,4.04E+12,4.31E+12,4.70E+12,4.75E+12,4.18E+12,4.31E+12,4.33E+12,4.54E+12,4.66E+12,4.54E+12,4.36E+12,4.16E+12,4.49E+12,4.92E+12,5.02E+12,4.46E+12
Exports of goods and services (constant LCU),Kenya,5.48E+11,5.68E+11,6.09E+11,6.52E+11,7.35E+11,8.04E+11,8.32E+11,8.83E+11,9.04E+11,8.57E+11,9.80E+11,1.06E+12,1.09E+12,1.08E+12,1.10E+12,1.08E+12,1.01E+12,9.96E+11,1.06E+12,1.03E+12,8.76E+11
Exports of goods and services (constant LCU),Kiribati,,,,,,,15000000,24000000,21000000,22000000,18000000,21000000,22000000,20000000,22000000,28000000,34000000,27000000,18000000,34000000,21000000
Exports of goods and services (constant LCU),"Korea, Dem. People's Rep.",,,,,,,,,,,,,,,,,,,,,
Exports of goods and services (constant LCU),"Korea, Rep.",2.19E+14,2.15E+14,2.43E+14,2.76E+14,3.33E+14,3.60E+14,4.03E+14,4.54E+14,4.88E+14,4.86E+14,5.49E+14,6.34E+14,6.71E+14,6.97E+14,7.11E+14,7.13E+14,7.30E+14,7.48E+14,7.78E+14,7.79E+14,7.66E+14
Exports of goods and services (constant LCU),Kosovo,,,,,,,,,608138000,727330000,927129999.6,1188756936,1212893034,1195001514,1270487457,1293907978,1428202574,1714064489,1869483622,2010698834,1425736414
Exports of goods and services (constant LCU),Kuwait,,,,,,,,,,,22055000000,25200500000,27137700000,26054100000,26420000000,26190700000,26835300000,25555200000,25464840100,22905598500,
Exports of goods and services (constant LCU),Kyrgyz Republic,,,,,,,,,,,,,,,,,,,,,
Exports of goods and services (constant LCU),Lao PDR,1.56E+13,1.35E+13,1.29E+13,1.18E+13,1.23E+13,1.38E+13,1.58E+13,1.70E+13,1.94E+13,2.04E+13,2.37E+13,2.90E+13,3.09E+13,3.69E+13,3.95E+13,4.21E+13,4.65E+13,,,,
Exports of goods and services (constant LCU),Latvia,5263898000,5739632000,6028358000,6268295000,7130343000,8806298000,9470507000,10783090000,11033130000,9612696000,10905024000,12279456000,13445752000,13534401000,14383235000,14810943000,15396799000,16374803000,17096127000,17317983000,17379468000
Exports of goods and services (constant LCU),Lebanon,7.89E+12,9.22E+12,1.04E+13,1.11E+13,1.38E+13,1.44E+13,1.39E+13,1.56E+13,1.69E+13,1.85E+13,2.03E+13,2.08E+13,1.77E+13,1.83E+13,1.70E+13,1.87E+13,1.85E+13,1.92E+13,1.83E+13,1.81E+13,8.38E+12
Exports of goods and services (constant LCU),Lesotho,2457179825,4314886694,6035571377,5802369841,5920946862,5603451337,6826356035,7725739306,8356608654,7737352260,7775470921,8698277954,8504161100,7799057600,7016372600,8314123000,9335744100,9522361300,10023917000,8499732400,7100006300
Exports of goods and services (constant LCU),Liberia,,,,,,,,,,,,,,,,,,,,,
Exports of goods and services (constant LCU),Libya,,,,19270000000,17368410000,18711600300,22699840600,25064404800,22342063900,21277382800,21224591400,6254837500,19896304400,15156964300,6875258900,7496560600,5472210700,12509209700,15265226000,13280746600,6300757200
Exports of goods and services (constant LCU),Liechtenstein,,,,,,,,,,,,,,,,,,,,,
Exports of goods and services (constant LCU),Lithuania,6872819000,8527278000,10248899000,11178800000,11988143000,14366949000,16206961000,16724482000,18667469000,16114529000,18754368000,21482541000,23812866000,25544003000,25078418000,25685490000,26951058000,30595147000,32677438000,35967127000,36044309000
Exports of goods and services (constant LCU),Luxembourg,53773013000,57223693000,57167384000,58758649000,64183188000,68019019000,76808733000,80747706000,80483142000,74653484000,82235534000,85844153000,87233904000,92743745000,98787058000,1.04E+11,1.09E+11,1.09E+11,1.13E+11,1.20E+11,1.21E+11
Exports of goods and services (constant LCU),"Macao SAR, China",81012000000,85584000000,96097000000,1.07E+11,1.39E+11,1.38E+11,1.50E+11,1.78E+11,1.89E+11,1.88E+11,2.63E+11,3.31E+11,3.66E+11,4.14E+11,3.95E+11,2.90E+11,2.85E+11,3.33E+11,3.65E+11,3.57E+11,1.23E+11
Exports of goods and services (constant LCU),Madagascar,3.14E+12,3.44E+12,1.86E+12,2.59E+12,2.85E+12,2.90E+12,3.40E+12,4.44E+12,5.00E+12,3.77E+12,3.98E+12,4.24E+12,4.03E+12,4.46E+12,6.21E+12,6.17E+12,6.11E+12,8.89E+12,9.10E+12,1.01E+13,6.40E+12
Exports of goods and services (constant LCU),Malawi,,,,,,,,,,,,,,,,,,,,,
Exports of goods and services (constant LCU),Malaysia,5.23E+11,4.87E+11,5.14E+11,5.40E+11,6.27E+11,6.79E+11,7.25E+11,7.57E+11,7.69E+11,6.85E+11,7.56E+11,7.88E+11,7.74E+11,7.76E+11,8.15E+11,8.17E+11,8.28E+11,9.00E+11,9.17E+11,9.08E+11,8.30E+11
Exports of goods and services (constant LCU),Maldives,,,,,,,,,,,,,,,,,,,,,
Exports of goods and services (constant LCU),Mali,4.50E+11,6.50E+11,7.78E+11,7.05E+11,6.65E+11,7.44E+11,8.16E+11,7.31E+11,7.36E+11,6.55E+11,6.53E+11,6.94E+11,7.54E+11,7.61E+11,7.77E+11,8.58E+11,8.41E+11,9.36E+11,9.35E+11,9.57E+11,9.62E+11
Exports of goods and services (constant LCU),Malta,6875904873,6245679647,6758302166,6677204381,6411098476,6679563393,8131127061,8970195389,10716760333,10672274922,11547944000,12156787924,12821298149,12943009768,13389600547,15456728400,16542377244,18257940056,19800159832,21718658505,21322753993
Exports of goods and services (constant LCU),Marshall Islands,,,,,60220050.81,55422332.76,39525875.09,43670604.71,37602478.03,49237239.84,66733749.39,77917259.22,73830200.2,73199348.45,81989074.71,81272850.04,71773742.68,69652633.67,73829414.37,82619110.11,78703903.2
